person_age,person_income,person_employment_length,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_credit_history_length,person_income_log,loan_amount_log,loan_grade_numeric,credit_history_bins,person_home_ownership_other,person_home_ownership_own,person_home_ownership_rent,loan_purpose_education,loan_purpose_home-improvement,loan_purpose_medical,loan_purpose_personal,loan_purpose_venture,cb_person_default_on_file_Y
25,35400,2.0,A,2000,8.49,0,0.06,2,10.474495347310452,7.601402334583733,1,"(0, 5]",0,0,1,0,0,1,0,0,0
26,108000,4.0,B,7200,9.62,0,0.07,2,11.58989576532275,8.881975184248867,2,"(0, 5]",0,0,0,0,1,0,0,0,0
26,96000,2.0,E_or_lower,10000,21.14,1,0.1,3,11.472113887062386,9.210440366976515,6,"(0, 5]",0,0,0,0,0,0,0,1,0
26,108000,4.0,A,9000,5.79,0,0.08,2,11.58989576532275,9.105090961257083,1,"(0, 5]",0,0,0,0,0,0,1,0,0
24,108000,3.0,A,9050,5.42,0,0.08,2,11.58989576532275,9.11063052782717,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,108000,10.0,B,24250,10.75,0,0.22,2,11.58989576532275,10.096213132628804,2,"(0, 5]",0,0,0,0,1,0,0,0,0
26,108000,3.0,B,9000,10.38,0,0.08,4,11.58989576532275,9.105090961257083,2,"(0, 5]",0,0,0,0,0,0,0,1,0
25,108000,5.0,A,10000,7.88,0,0.09,3,11.58989576532275,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,0,1,0
24,108000,5.0,D,9950,14.96,0,0.09,4,11.58989576532275,9.205428327615165,4,"(0, 5]",0,0,0,1,0,0,0,0,1
23,108000,7.0,A,4500,7.14,0,0.04,3,11.58989576532275,8.412054873292933,1,"(0, 5]",0,0,0,0,0,0,0,0,0
26,36108,7.0,D,2000,16.49,0,0.06,3,10.494297420728252,7.601402334583733,4,"(0, 5]",0,0,1,0,0,1,0,0,0
24,37000,2.0,A,2000,5.42,0,0.05,4,10.518700218288163,7.601402334583733,1,"(0, 5]",0,0,1,0,0,1,0,0,0
26,108000,5.0,A,13000,8.94,0,0.12,2,11.58989576532275,9.472781556562168,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,37000,2.0,B,2000,11.14,0,0.05,4,10.518700218288163,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,1,0,0
26,108000,2.0,B,18500,12.18,0,0.17,2,11.58989576532275,9.825580063659602,2,"(0, 5]",0,0,0,0,0,1,0,0,0
26,108000,7.0,C,10000,13.57,0,0.09,4,11.58989576532275,9.210440366976515,3,"(0, 5]",0,0,0,0,1,0,0,0,0
25,37315,1.0,A,2000,6.39,0,0.05,4,10.527177468080852,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,0,0
22,38000,0.0,B,2000,11.36,0,0.05,3,10.545367754151744,7.601402334583733,2,"(0, 5]",0,0,1,1,0,0,0,0,0
23,108000,1.0,B,14000,11.89,0,0.13,2,11.58989576532275,9.546884034617923,2,"(0, 5]",0,0,0,1,0,0,0,0,0
24,108000,1.0,C,18000,12.53,0,0.17,3,11.58989576532275,9.798182590890704,3,"(0, 5]",0,0,0,0,1,0,0,0,1
24,108000,5.0,B,10000,9.7,0,0.09,4,11.58989576532275,9.210440366976515,2,"(0, 5]",1,0,0,1,0,0,0,0,0
25,108000,9.0,B,15000,10.39,0,0.14,4,11.58989576532275,9.61587214452889,2,"(0, 5]",0,0,0,0,0,1,0,0,0
23,108060,7.0,C,14400,14.27,0,0.13,2,11.59045116147332,9.575052927597383,3,"(0, 5]",0,0,0,0,0,0,0,0,0
24,38000,1.0,B,2000,11.83,0,0.05,2,10.545367754151744,7.601402334583733,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,108288,5.0,A,10000,8.49,0,0.09,2,11.592558858116773,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,0,0,0
21,38400,5.0,B,2000,10.893200000000004,0,0.05,2,10.555838779903407,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,0,1,0
23,38400,1.0,A,2000,7.66,0,0.05,3,10.555838779903407,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,1,0
22,108600,6.0,C,14400,13.48,0,0.13,3,11.595435894542709,9.575052927597383,3,"(0, 5]",0,0,0,1,0,0,0,0,0
23,108600,3.0,C,8000,12.87,0,0.07,2,11.595435894542709,8.987321812850125,3,"(0, 5]",0,0,0,0,0,1,0,0,1
24,108600,4.0,B,15000,12.18,0,0.14,2,11.595435894542709,9.61587214452889,2,"(0, 5]",0,0,0,0,0,0,0,0,0
25,32400,1.0,C,2000,14.35,1,0.06,2,10.385944565501662,7.601402334583733,3,"(0, 5]",0,0,1,1,0,0,0,0,0
26,39000,2.0,C,2000,12.98,0,0.05,4,10.5713425658087,7.601402334583733,3,"(0, 5]",0,0,1,1,0,0,0,0,0
25,108960,0.0,C,10000,13.57,0,0.09,3,11.598745299021108,9.210440366976515,3,"(0, 5]",0,0,0,0,0,0,1,0,0
25,109000,9.0,A,12000,7.51,0,0.11,4,11.599112335481124,9.39274525863144,1,"(0, 5]",0,0,0,0,0,0,0,1,0
25,109000,6.0,A,16000,6.03,0,0.15,2,11.599112335481124,9.680406499268877,1,"(0, 5]",0,0,0,0,0,0,0,0,0
24,33500,5.0,C,2000,13.8,1,0.06,2,10.4193305681139,7.601402334583733,3,"(0, 5]",0,0,1,0,1,0,0,0,0
24,109000,3.0,B,8800,12.69,0,0.08,2,11.599112335481124,9.082620630373812,2,"(0, 5]",0,0,0,0,0,0,0,0,0
23,109000,5.0,A,7500,8.9,0,0.07,4,11.599112335481124,8.922791623969637,1,"(0, 5]",0,0,0,1,0,0,0,0,0
24,109000,8.0,B,6000,11.99,0,0.06,4,11.599112335481124,8.699681400989514,2,"(0, 5]",0,0,0,1,0,0,0,0,0
26,109000,10.0,A,15000,6.99,0,0.14,4,11.599112335481124,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,1,0,0
25,109000,5.0,A,5000,8.49,0,0.05,3,11.599112335481124,8.517393171418904,1,"(0, 5]",0,0,0,0,0,0,0,1,0
26,109000,0.0,A,20000,6.54,0,0.18,3,11.599112335481124,9.90353755128617,1,"(0, 5]",0,0,0,0,0,0,0,0,0
26,109000,8.0,B,20000,10.75,0,0.18,4,11.599112335481124,9.90353755128617,2,"(0, 5]",0,0,0,0,0,1,0,0,0
25,109000,5.0,B,15000,10.25,0,0.14,3,11.599112335481124,9.61587214452889,2,"(0, 5]",0,0,0,0,0,0,0,0,0
24,109000,9.0,B,15250,11.14,0,0.14,4,11.599112335481124,9.632400353656184,2,"(0, 5]",0,0,0,0,0,0,0,1,0
22,97000,4.0,B,14000,11.48,1,0.14,2,11.48247656671073,9.546884034617923,2,"(0, 5]",0,0,0,0,0,0,0,0,0
25,109000,9.0,A,14000,9.63,0,0.13,3,11.599112335481124,9.546884034617923,1,"(0, 5]",0,0,0,1,0,0,0,0,0
26,109000,10.0,A,6000,7.68,0,0.06,3,11.599112335481124,8.699681400989514,1,"(0, 5]",0,0,0,0,0,0,1,0,0
26,109200,10.0,A,2300,7.9,0,0.02,4,11.600945499760169,7.741099090035366,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,109200,4.0,A,10000,8.63,0,0.09,2,11.600945499760169,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,0,1,0
24,109500,3.0,B,3500,10.75,0,0.03,3,11.603688960617085,8.160803920954665,2,"(0, 5]",0,0,0,1,0,0,0,0,0
26,109500,11.0,E_or_lower,20000,17.56,0,0.18,2,11.603688960617085,9.90353755128617,6,"(0, 5]",0,0,0,0,0,0,0,1,0
26,109500,10.0,B,5000,10.95,0,0.05,3,11.603688960617085,8.517393171418904,2,"(0, 5]",0,0,0,0,0,0,0,1,0
24,109720,2.0,B,20000,10.75,0,0.18,4,11.605696059118646,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,0,1,0
23,39996,7.0,B,2000,11.359600000000007,0,0.05,2,10.596559730283431,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,1,0,0
25,110000,8.0,A,5500,6.62,0,0.05,2,11.60824473564232,8.612685172875459,1,"(0, 5]",0,0,0,0,0,0,0,0,0
23,40000,5.0,B,2000,11.71,0,0.05,2,10.59665973278358,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,1,0,0
25,33600,0.0,B,15000,11.11,1,0.45,4,10.42231110741318,9.61587214452889,2,"(0, 5]",0,0,1,0,0,0,1,0,0
26,110000,1.0,B,5000,12.69,0,0.05,2,11.60824473564232,8.517393171418904,2,"(0, 5]",0,0,0,0,0,1,0,0,0
21,33800,5.0,B,15000,11.71,1,0.44,2,10.428245666832275,9.61587214452889,2,"(0, 5]",0,0,1,0,0,1,0,0,0
22,33996,6.0,D,15000,14.96,1,0.44,4,10.43402756441122,9.61587214452889,4,"(0, 5]",0,0,1,0,0,0,0,1,1
22,40800,5.0,A,2000,6.62,0,0.05,3,10.616461869895817,7.601402334583733,1,"(0, 5]",0,0,1,1,0,0,0,0,0
25,110000,5.0,C,1200,13.49,0,0.02,4,11.60824473564232,7.0909098220799835,3,"(0, 5]",0,0,0,0,0,0,0,1,0
22,34800,6.0,D,2000,16.89,1,0.06,4,10.457401400981889,7.601402334583733,4,"(0, 5]",0,0,1,0,0,0,0,0,1
25,110000,9.0,C,8000,13.5414,0,0.07,3,11.60824473564232,8.987321812850125,3,"(0, 5]",0,0,0,1,0,0,0,0,0
25,42000,2.0,B,2000,9.25,0,0.05,3,10.645448706505872,7.601402334583733,2,"(0, 5]",0,0,1,0,0,1,0,0,0
25,110000,1.0,B,10000,12.69,0,0.09,3,11.60824473564232,9.210440366976515,2,"(0, 5]",0,0,0,0,0,0,0,0,0
26,28944,10.0,B,9000,10.853700000000002,0,0.31,4,10.273152756513104,9.105090961257083,2,"(0, 5]",0,1,0,1,0,0,0,0,0
25,110000,6.0,B,28000,9.91,0,0.25,2,11.60824473564232,10.239995502805316,2,"(0, 5]",0,1,0,0,0,0,1,0,0
24,110000,8.0,A,27300,7.51,0,0.25,3,11.60824473564232,10.214678610538815,1,"(0, 5]",0,0,0,0,0,0,1,0,0
22,42000,6.0,B,2000,10.36,0,0.05,4,10.645448706505872,7.601402334583733,2,"(0, 5]",0,0,1,1,0,0,0,0,0
23,28872,7.0,B,2000,10.37,0,0.07,3,10.270662181355965,7.601402334583733,2,"(0, 5]",0,1,0,0,0,0,0,1,0
25,110000,7.0,B,8400,12.69,0,0.08,4,11.60824473564232,9.036106025364846,2,"(0, 5]",0,0,0,0,0,0,0,0,0
23,110000,4.0,B,25000,9.91,0,0.23,3,11.60824473564232,10.12667110305036,2,"(0, 5]",0,0,0,1,0,0,0,0,0
24,110000,0.0,A,5000,6.03,0,0.05,4,11.60824473564232,8.517393171418904,1,"(0, 5]",0,0,0,1,0,0,0,0,0
22,110000,6.0,A,2800,8.49,0,0.03,4,11.60824473564232,7.937731775260109,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,110000,4.0,A,2500,6.99,0,0.02,2,11.60824473564232,7.824445930877619,1,"(0, 5]",0,0,0,0,0,0,0,1,0
24,110000,2.0,B,9000,11.260000000000007,0,0.08,3,11.60824473564232,9.105090961257083,2,"(0, 5]",0,0,0,1,0,0,0,0,0
22,110000,0.0,A,28000,7.49,0,0.25,4,11.60824473564232,10.239995502805316,1,"(0, 5]",0,0,0,0,0,0,0,0,0
23,42870,7.0,A,2000,5.42,0,0.05,3,10.6659508856554,7.601402334583733,1,"(0, 5]",0,0,1,0,0,1,0,0,0
24,110000,8.0,A,10800,6.99,0,0.1,4,11.60824473564232,9.287394001418471,1,"(0, 5]",0,0,0,0,0,1,0,0,0
23,110000,0.0,B,7000,10.59,0,0.06,2,11.60824473564232,8.853808274977197,2,"(0, 5]",0,0,0,0,0,0,0,1,0
23,42996,7.0,C,2000,13.61,0,0.05,2,10.668885624799978,7.601402334583733,3,"(0, 5]",0,0,1,0,0,0,0,1,1
25,110000,7.0,B,8000,11.308900000000003,0,0.07,3,11.60824473564232,8.987321812850125,2,"(0, 5]",0,1,0,0,0,0,0,1,0
24,37200,3.0,D,2000,15.402999999999999,1,0.05,2,10.524090921620362,7.601402334583733,4,"(0, 5]",0,0,1,0,0,0,0,1,0
24,110000,8.0,D,10000,15.62,0,0.09,4,11.60824473564232,9.210440366976515,4,"(0, 5]",0,0,0,0,0,0,1,0,1
26,37680,5.0,D,2000,14.96,1,0.05,3,10.53691126761627,7.601402334583733,4,"(0, 5]",0,0,1,0,0,1,0,0,0
21,110000,0.0,B,14000,9.99,0,0.13,2,11.60824473564232,9.546884034617923,2,"(0, 5]",0,0,0,0,0,0,0,1,0
26,83300,0.0,D,28000,15.62,1,0.29,2,11.330215832884798,10.239995502805316,4,"(0, 5]",0,0,0,0,0,1,0,0,1
25,44000,2.0,A,2000,7.66,0,0.05,3,10.691967639914864,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,1,0
26,110000,10.0,C,23750,12.99,0,0.22,4,11.60824473564232,10.075379913839544,3,"(0, 5]",0,0,0,0,1,0,0,0,1
24,98000,1.0,C,16000,14.79,1,0.16,2,11.49273296168228,9.680406499268877,3,"(0, 5]",0,0,0,0,0,0,0,0,1
21,44304,5.0,C,2000,13.85,0,0.05,4,10.698852816481402,7.601402334583733,3,"(0, 5]",0,0,1,1,0,0,0,0,0
23,45000,1.0,C,2000,13.49,0,0.04,2,10.714439990727769,7.601402334583733,3,"(0, 5]",0,0,1,0,0,0,0,0,0
24,45000,1.0,C,2000,13.99,0,0.04,2,10.714439990727769,7.601402334583733,3,"(0, 5]",0,0,1,0,0,0,1,0,1
25,39000,3.0,A,2000,7.66,1,0.05,4,10.5713425658087,7.601402334583733,1,"(0, 5]",0,0,1,0,1,0,0,0,0
26,110000,4.0,B,5000,9.63,0,0.05,2,11.60824473564232,8.517393171418904,2,"(0, 5]",0,0,0,0,0,0,0,1,0
26,45000,5.0,B,2000,11.49,0,0.04,2,10.714439990727769,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,1,0,0
23,45000,3.0,B,2000,10.935,0,0.04,3,10.714439990727769,7.601402334583733,2,"(0, 5]",0,0,1,1,0,0,0,0,0
26,110000,3.0,A,4000,6.92,0,0.04,2,11.60824473564232,8.294299608857235,1,"(0, 5]",0,0,0,0,0,0,0,0,0
24,110000,0.0,D,13200,15.28,0,0.12,3,11.60824473564232,9.48804786328076,4,"(0, 5]",0,0,0,1,0,0,0,0,0
22,110000,2.0,B,9000,11.11,0,0.08,4,11.60824473564232,9.105090961257083,2,"(0, 5]",0,0,0,0,0,0,0,1,0
25,110000,5.0,A,10800,6.92,0,0.1,3,11.60824473564232,9.287394001418471,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,110000,1.0,B,6500,10.37,0,0.06,3,11.60824473564232,8.77971129020447,2,"(0, 5]",0,0,0,1,0,0,0,0,0
23,110000,1.0,B,18000,10.37,0,0.16,3,11.60824473564232,9.798182590890704,2,"(0, 5]",0,0,0,0,0,0,1,0,0
24,45000,0.0,A,2000,7.51,0,0.04,4,10.714439990727769,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,1,0
26,110000,2.0,B,12000,10.74,0,0.11,4,11.60824473564232,9.39274525863144,2,"(0, 5]",0,0,0,0,1,0,0,0,0
26,110000,5.0,B,15000,11.11,0,0.14,3,11.60824473564232,9.61587214452889,2,"(0, 5]",0,0,0,0,0,0,1,0,0
22,39000,0.0,D,2000,14.84,1,0.05,2,10.5713425658087,7.601402334583733,4,"(0, 5]",0,0,1,0,0,0,0,0,1
23,28800,7.0,A,12250,7.51,0,0.43,4,10.268165387743457,9.41336284529417,1,"(0, 5]",0,1,0,0,0,1,0,0,0
23,45000,7.0,A,2000,7.05,0,0.04,3,10.714439990727769,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,1,0
25,45500,3.0,C,2000,13.49,0,0.04,3,10.725489582719506,7.601402334583733,3,"(0, 5]",0,0,1,0,0,1,0,0,1
23,110000,8.0,A,7800,7.482199999999997,0,0.07,4,11.60824473564232,8.962007209588313,1,"(0, 5]",0,0,0,0,0,0,0,1,0
22,110000,5.0,C,8000,12.98,0,0.07,4,11.60824473564232,8.987321812850125,3,"(0, 5]",0,0,0,0,0,0,1,0,0
25,110000,9.0,A,18000,7.477399999999994,0,0.16,2,11.60824473564232,9.798182590890704,1,"(0, 5]",0,0,0,0,0,0,0,0,0
22,110000,6.0,B,6000,9.99,0,0.05,3,11.60824473564232,8.699681400989514,2,"(0, 5]",0,0,0,0,0,0,0,1,0
26,45600,5.0,A,2000,7.518299999999998,0,0.04,3,10.727684925086583,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,1,0
23,110000,8.0,C,7500,13.72,0,0.07,4,11.60824473564232,8.922791623969637,3,"(0, 5]",0,0,0,0,0,0,0,1,0
26,110000,0.0,A,15600,6.17,0,0.14,4,11.60824473564232,9.65509029374725,1,"(0, 5]",0,0,0,0,0,0,0,1,0
24,45996,3.0,C,2000,12.98,0,0.04,2,10.73633145595318,7.601402334583733,3,"(0, 5]",0,0,1,0,0,1,0,0,1
26,110000,9.0,C,20000,13.72,0,0.18,3,11.60824473564232,9.90353755128617,3,"(0, 5]",0,0,0,0,0,0,1,0,0
22,45996,6.0,B,2000,11.36,0,0.04,4,10.73633145595318,7.601402334583733,2,"(0, 5]",0,0,1,1,0,0,0,0,0
25,28800,3.0,C,6000,13.9054,0,0.21,3,10.268165387743457,8.699681400989514,3,"(0, 5]",0,1,0,0,0,0,0,1,1
26,110000,8.0,B,17000,8.88,0,0.15,4,11.60824473564232,9.741027444837728,2,"(0, 5]",0,1,0,1,0,0,0,0,0
24,110000,8.0,A,7500,6.17,0,0.07,2,11.60824473564232,8.922791623969637,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,110000,7.0,A,5000,6.91,0,0.05,2,11.60824473564232,8.517393171418904,1,"(0, 5]",0,0,0,0,0,0,0,1,0
21,110000,5.0,A,10000,6.54,0,0.09,2,11.60824473564232,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,0,0,0
24,110000,8.0,C,5600,12.98,0,0.05,4,11.60824473564232,8.630700432209832,3,"(0, 5]",0,0,0,0,0,0,1,0,1
24,110000,0.0,C,10000,13.35,0,0.09,2,11.60824473564232,9.210440366976515,3,"(0, 5]",0,1,0,0,1,0,0,0,1
24,42000,1.0,B,2000,12.69,1,0.05,4,10.645448706505872,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,1,0,0
26,110000,10.0,C,8000,14.35,0,0.07,2,11.60824473564232,8.987321812850125,3,"(0, 5]",0,0,0,0,0,0,0,1,1
25,110000,2.0,A,15000,7.88,0,0.14,2,11.60824473564232,9.61587214452889,1,"(0, 5]",0,0,0,0,1,0,0,0,0
26,110000,2.0,D,4500,14.84,0,0.04,4,11.60824473564232,8.412054873292933,4,"(0, 5]",0,0,0,0,0,0,0,1,0
22,110000,0.0,A,12000,7.14,0,0.11,2,11.60824473564232,9.39274525863144,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,110000,9.0,A,5000,7.14,0,0.05,4,11.60824473564232,8.517393171418904,1,"(0, 5]",0,0,0,1,0,0,0,0,0
24,42000,1.0,D,2000,15.62,1,0.05,2,10.645448706505872,7.601402334583733,4,"(0, 5]",0,0,1,0,1,0,0,0,1
25,98000,9.0,E_or_lower,25000,16.45,1,0.26,4,11.49273296168228,10.12667110305036,6,"(0, 5]",0,0,0,0,1,0,0,0,0
25,48000,3.0,B,2000,10.74,0,0.04,2,10.778977123006351,7.601402334583733,2,"(0, 5]",0,0,1,0,0,0,0,0,0
25,110000,9.0,A,20000,7.88,0,0.18,2,11.60824473564232,9.90353755128617,1,"(0, 5]",0,0,0,0,0,0,1,0,0
21,110000,0.0,A,20000,7.094200000000001,0,0.18,4,11.60824473564232,9.90353755128617,1,"(0, 5]",0,0,0,0,0,0,0,1,0
22,110000,2.0,C,14400,14.35,0,0.13,3,11.60824473564232,9.575052927597383,3,"(0, 5]",0,0,0,0,0,0,0,1,0
24,110000,8.0,A,8000,6.76,0,0.07,4,11.60824473564232,8.987321812850125,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,110000,7.0,A,8000,7.14,0,0.07,4,11.60824473564232,8.987321812850125,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,110000,1.0,B,25000,11.49,0,0.23,4,11.60824473564232,10.12667110305036,2,"(0, 5]",0,0,0,0,0,0,1,0,0
22,48255,3.0,A,2000,6.76,0,0.04,2,10.784275451367629,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,0,1,0
24,110000,5.0,B,15000,10.25,0,0.14,4,11.60824473564232,9.61587214452889,2,"(0, 5]",0,0,0,0,0,0,0,1,0
25,49029,8.0,B,2000,11.99,0,0.04,2,10.80018763464528,7.601402334583733,2,"(0, 5]",0,0,1,0,0,1,0,0,0
22,110000,7.0,C,8000,13.85,0,0.07,2,11.60824473564232,8.987321812850125,3,"(0, 5]",0,0,0,0,0,0,0,0,0
25,110000,4.0,B,7000,9.88,0,0.06,2,11.60824473564232,8.853808274977197,2,"(0, 5]",0,0,0,0,0,0,0,1,0
24,110000,8.0,C,16000,12.73,0,0.15,4,11.60824473564232,9.680406499268877,3,"(0, 5]",0,1,0,0,0,0,0,1,0
22,98000,6.0,B,25000,10.25,1,0.26,3,11.49273296168228,10.12667110305036,2,"(0, 5]",0,0,0,0,0,0,1,0,0
24,50000,8.0,D,2000,15.364099999999993,0,0.04,2,10.819798284210286,7.601402334583733,4,"(0, 5]",0,0,1,0,1,0,0,0,0
24,110000,8.0,A,6000,8.59,0,0.05,3,11.60824473564232,8.699681400989514,1,"(0, 5]",0,0,0,1,0,0,0,0,0
23,83300,0.0,D,25000,15.309999999999995,1,0.26,3,11.330215832884798,10.12667110305036,4,"(0, 5]",0,0,0,0,0,1,0,0,0
24,44000,0.0,A,2000,8.0,1,0.05,4,10.691967639914864,7.601402334583733,1,"(0, 5]",0,0,1,0,0,0,1,0,0
24,98000,2.0,C,5000,13.22,1,0.05,3,11.49273296168228,8.517393171418904,3,"(0, 5]",0,0,0,0,0,0,1,0,1
23,50252,6.0,C,2000,13.92,0,0.04,3,10.824825525631796,7.601402334583733,3,"(0, 5]",0,0,1,1,0,0,0,0,1
22,98000,1.0,D,25000,15.396600000000001,1,0.26,4,11.49273296168228,10.12667110305036,4,"(0, 5]",0,0,0,0,0,0,0,0,0
22,34800,6.0,C,15000,14.27,1,0.43,3,10.457401400981889,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,1,1
25,35000,1.0,A,15000,7.49,1,0.43,3,10.463131911491969,9.61587214452889,1,"(0, 5]",0,0,1,0,0,0,0,1,0
23,110000,7.0,B,20000,11.14,0,0.18,3,11.60824473564232,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,0,1,0
24,110000,7.0,A,12000,8.94,0,0.11,3,11.60824473564232,9.39274525863144,1,"(0, 5]",0,0,0,0,0,0,1,0,0
25,110000,8.0,A,8000,9.32,0,0.07,3,11.60824473564232,8.987321812850125,1,"(0, 5]",1,0,0,0,0,0,0,1,0
23,29976,3.0,B,15000,10.25,1,0.5,4,10.30818569993844,9.61587214452889,2,"(0, 5]",0,0,1,0,0,0,1,0,0
21,36000,3.0,A,15000,6.62,1,0.42,2,10.491301994830229,9.61587214452889,1,"(0, 5]",0,0,1,0,0,1,0,0,0
25,36000,6.0,B,15000,10.592699999999997,1,0.42,4,10.491301994830229,9.61587214452889,2,"(0, 5]",0,0,1,0,0,0,1,0,0
23,36000,3.0,C,15000,13.49,1,0.42,3,10.491301994830229,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,1,1
25,36000,4.0,B,15000,9.63,1,0.42,3,10.491301994830229,9.61587214452889,2,"(0, 5]",0,0,1,0,0,0,0,1,0
22,98000,1.0,A,9000,9.63,1,0.09,2,11.49273296168228,9.105090961257083,1,"(0, 5]",0,0,0,0,1,0,0,0,0
22,110000,7.0,C,20000,12.41,0,0.18,2,11.60824473564232,9.90353755128617,3,"(0, 5]",0,0,0,1,0,0,0,0,0
23,110000,7.0,D,9600,15.083399999999992,0,0.09,2,11.60824473564232,9.169622538697624,4,"(0, 5]",0,0,0,0,0,0,1,0,1
26,36000,2.0,A,15000,7.66,1,0.42,3,10.491301994830229,9.61587214452889,1,"(0, 5]",0,0,1,0,0,0,1,0,0
23,36000,3.0,D,15000,14.59,1,0.42,4,10.491301994830229,9.61587214452889,4,"(0, 5]",0,0,1,0,0,0,0,1,0
24,98004,5.0,A,2500,8.49,1,0.03,3,11.492773776759377,7.824445930877619,1,"(0, 5]",0,0,0,0,1,0,0,0,0
25,110004,9.0,A,15000,7.66,0,0.14,4,11.608281098286982,9.61587214452889,1,"(0, 5]",0,0,0,0,1,0,0,0,0
26,110004,1.0,B,12000,10.36,0,0.11,3,11.608281098286982,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,1,0
22,36000,3.0,C,15000,13.85,1,0.42,3,10.491301994830229,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,1,0
22,30000,2.0,C,15000,11.66,1,0.5,3,10.308985993422082,9.61587214452889,3,"(0, 5]",0,0,1,0,0,0,0,0,1
24,110004,8.0,B,25000,12.53,0,0.23,2,11.608281098286982,10.12667110305036,2,"(0, 5]",0,0,0,1,0,0,0,0,0
24,110004,8.0,C,16000,13.466500000000002,0,0.15,3,11.608281098286982,9.680406499268877,3,"(0, 5]",0,0,0,0,0,0,0,0,0
22,110196,6.0,B,25000,11.49,0,0.23,3,11.610024952099902,10.12667110305036,2,"(0, 5]",0,0,0,0,0,1,0,0,0
26,110400,3.0,E_or_lower,9800,17.873800000000003,0,0.09,3,11.611874470755124,9.19023970026918,6,"(0, 5]",0,0,0,0,0,0,1,0,1
22,36021,0.0,B,15000,11.013700000000005,1,0.42,3,10.491885141897002,9.61587214452889,2,"(0, 5]",0,0,1,0,0,0,0,1,0
24,28000,6.0,B,10000,10.37,0,0.36,2,10.239995502805316,9.210440366976515,2,"(0, 5]",0,1,0,0,1,0,0,0,0
24,110400,8.0,A,3000,7.49,0,0.03,4,11.611874470755124,8.006700845440367,1,"(0, 5]",0,0,0,0,0,0,0,1,0
21,110400,0.0,A,12000,7.538299999999997,0,0.11,3,11.611874470755124,9.39274525863144,1,"(0, 5]",0,1,0,0,0,0,1,0,0
22,110500,1.0,B,12250,11.26,0,0.11,4,11.612779849672751,9.41336284529417,2,"(0, 5]",0,0,0,0,0,1,0,0,0
22,98656,3.0,C,7500,13.06,1,0.08,3,11.49940446686545,8.922791623969637,3,"(0, 5]",0,0,0,1,0,0,0,0,1
21,111000,4.0,A,28000,7.49,0,0.25,2,11.6172944892629,10.239995502805316,1,"(0, 5]",0,0,0,0,0,0,0,1,0
26,111000,10.0,A,5000,5.79,0,0.05,3,11.6172944892629,8.517393171418904,1,"(0, 5]",0,0,0,0,0,1,0,0,0
21,28000,3.0,A,4000,7.88,0,0.14,3,10.239995502805316,8.294299608857235,1,"(0, 5]",0,1,0,0,0,0,0,1,0
22,37000,3.0,B,15000,10.25,1,0.41,4,10.518700218288163,9.61587214452889,2,"(0, 5]",0,0,1,1,0,0,0,0,0
22,31000,6.0,D,15000,15.172700000000003,1,0.48,4,10.34177474101152,9.61587214452889,4,"(0, 5]",0,0,1,0,0,0,1,0,1
23,111000,7.0,B,8350,11.89,0,0.08,2,11.6172944892629,9.03013657115323,2,"(0, 5]",0,0,0,0,0,1,0,0,0
23,28000,1.0,C,7500,13.097100000000006,0,0.27,3,10.239995502805316,8.922791623969637,3,"(0, 5]",0,1,0,1,0,0,0,0,0
